Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_num,overlap_den,overlap_frac
Human adenovirus E4 E3 19 kDa protein,2/34,0.0217311934304723,0.275330120538909,8.77963125548727,33.6172657186427,HSP90AB1;B2M,2.0,34.0,0.058823529411764705
Tula virus RNA polymerase (L protein),2/34,0.0217311934304723,0.27481160807085,8.77963125548727,33.6172657186427,HSPA8;UBC,2.0,34.0,0.058823529411764705
Vaccinia virus DNA-dependent RNA polymerase subunit rpo147 (gene: J6R),2/34,0.0217311934304723,0.274295044897785,8.77963125548727,33.6172657186427,HSPA8;UBC,2.0,34.0,0.058823529411764705
Vaccinia virus Ankara RNA polymerase subunit rpo147,2/34,0.0217311934304723,0.27378042004807,8.77963125548727,33.6172657186427,HSPA8;UBC,2.0,34.0,0.058823529411764705
Human gammaherpesvirus 4 membrane protein (gene: BILF1),2/34,0.0217311934304723,0.27326772263225,8.77963125548727,33.6172657186427,HSPA8;UBC,2.0,34.0,0.058823529411764705
Human herpesvirus 4 type 2 BILF1,2/34,0.0217311934304723,0.272756941842283,8.77963125548727,33.6172657186427,HSPA8;UBC,2.0,34.0,0.058823529411764705
Human mastadenovirus E membrane glycoprotein E3 gp19K (gene: E3),2/34,0.0217311934304723,0.272248066950787,8.77963125548727,33.6172657186427,HSP90AB1;B2M,2.0,34.0,0.058823529411764705
Human papillomavirus 116 E7 protein,2/34,0.0217311934304723,0.271741087310282,8.77963125548727,33.6172657186427,UBC;B2M,2.0,34.0,0.058823529411764705
Human papillomavirus type 101 E7 protein,2/34,0.0217311934304723,0.271235992352456,8.77963125548727,33.6172657186427,UBC;B2M,2.0,34.0,0.058823529411764705
Human papillomavirus type 67 E7,2/34,0.0217311934304723,0.270732771587424,8.77963125548727,33.6172657186427,UBC;B2M,2.0,34.0,0.058823529411764705
Human papillomavirus type 7 early protein (gene: E7),2/34,0.0217311934304723,0.270231414603003,8.77963125548727,33.6172657186427,UBC;B2M,2.0,34.0,0.058823529411764705
Ectromelia virus ERPV IL-1 beta receptor,3/89,0.0219858892073887,0.272893245892079,5.03102465202079,19.2052042482277,UBC;MYH9;B2M,3.0,89.0,0.033707865168539325
HMO Astrovirus A non-structural protein,3/89,0.0219858892073887,0.272389752818478,5.03102465202079,19.2052042482277,AMBP;UBC;B2M,3.0,89.0,0.033707865168539325
Human alphaherpesvirus 3 ubiquitin E3 ligase ICP0 (gene: ORF61),5/238,0.0221694702675237,0.274158366199671,3.13558259124545,11.9435568473347,HSP90AB1;UBB;UBC;FAU;RPS27A,5.0,238.0,0.02100840336134454
Human herpesvirus 3 strain Dumas ring-finger protein,5/238,0.0221694702675237,0.273654398614745,3.13558259124545,11.9435568473347,HSP90AB1;UBB;UBC;FAU;RPS27A,5.0,238.0,0.02100840336134454
Trichodysplasia spinulosa-associated polyomavirus large T antigen (gene: T),3/90,0.0226352325262524,0.278890984245477,4.97512437810945,18.8470031108659,HSPA8;UBC;B2M,3.0,90.0,0.03333333333333333
"Vaccinia virus Ankara NTP-dependent RNA helicase, NPH-II",3/90,0.0226352325262524,0.278380194897042,4.97512437810945,18.8470031108659,HSPA8;UBC;PABPC1,3.0,90.0,0.03333333333333333
Influenza B virus (B/Memphis/12/97) M1 protein,2/35,0.0229485178794781,0.281717180184087,8.52878464818763,32.191914072289,HSPA8;UBC,2.0,35.0,0.05714285714285714
Middle East respiratory syndrome-related coronavirus nsp15 protein (gene: orf1ab),2/35,0.0229485178794781,0.281203097738495,8.52878464818763,32.191914072289,UBB;B2M,2.0,35.0,0.05714285714285714
Dengue virus 3 membrane glycoprotein precursor M (gene: flavivirus polyprotein),2/35,0.0229485178794781,0.280690888088698,8.52878464818763,32.191914072289,HSPA8;B2M,2.0,35.0,0.05714285714285714
Norovirus Hu/GII.2/HS255/2011/USA capsid protein VP1 (gene: VP1),2/35,0.0229485178794781,0.280180541019446,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Horsepox virus HSPV115 (Nudix hydrolase),2/35,0.0229485178794781,0.279672046389647,8.52878464818763,32.191914072289,UBC;MYH9,2.0,35.0,0.05714285714285714
Norovirus Hu/GII.4/Woonona/NSW3309/2012/AU VP1,2/35,0.0229485178794781,0.279165394131695,8.52878464818763,32.191914072289,UBC;GAPDH,2.0,35.0,0.05714285714285714
Snow Mountain virus viral protein 1 (gene: ORF2),2/35,0.0229485178794781,0.278660574250806,8.52878464818763,32.191914072289,B2M;GAPDH,2.0,35.0,0.05714285714285714
Variola virus hypothetical protein (gene: A41L),2/35,0.0229485178794781,0.27815757682436,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Human papillomavirus 15 early protein (gene: E7),2/35,0.0229485178794781,0.277656392001253,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Human papillomavirus KC5 E7 (gene: E7),2/35,0.0229485178794781,0.277157010001251,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Human papillomavirus type 163 E1 (gene: E1),2/35,0.0229485178794781,0.276659421114355,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Human papillomavirus type 49 E1 protein (gene: E1),2/35,0.0229485178794781,0.276163615700171,8.52878464818763,32.191914072289,UBC;B2M,2.0,35.0,0.05714285714285714
Molluscum contagiosum virus subtype 1 MC099R (gene: MC099R),3/91,0.0232949641723287,0.279831278027168,4.92045268164671,18.498530777659,UBC;MYH9;B2M,3.0,91.0,0.03296703296703297
Human immunodeficiency virus 1 Pr55(Gag) (gene: gag),3/91,0.0232949641723287,0.279331579316405,4.92045268164671,18.498530777659,HSPA8;UBC;B2M,3.0,91.0,0.03296703296703297
Monkeypox virus Zaire-96-I-16 IL-beta-binding protein (gene: B14R),3/92,0.0239650827552135,0.286854778433616,4.86696950032447,18.1594292336473,UBC;MYH9;B2M,3.0,92.0,0.03260869565217391
Human enteric coronavirus strain 4408 full_polyprotein 1..4383,3/92,0.0239650827552135,0.286344360678396,4.86696950032447,18.1594292336473,HSPA8;UBC;B2M,3.0,92.0,0.03260869565217391
Human rhinovirus B91 3D,2/36,0.0241933610062518,0.288558470971547,8.29187396351575,30.8596767996836,UBC;ALB,2.0,36.0,0.05555555555555555
Cercopithecine betaherpesvirus 5 protein UL83B (gene: UL83B),2/36,0.0241933610062518,0.288046842476917,8.29187396351575,30.8596767996836,HSP90AB1;B2M,2.0,36.0,0.05555555555555555
Influenza B virus matrix protein 1 (gene: M1),2/36,0.0241933610062518,0.287537025056604,8.29187396351575,30.8596767996836,HSPA8;UBC,2.0,36.0,0.05555555555555555
Cyclovirus PK5006 replication-association protein (gene: rep),2/36,0.0241933610062518,0.287029009111274,8.29187396351575,30.8596767996836,UBC;B2M,2.0,36.0,0.05555555555555555
Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Fukuoka/KK282 VP1 (gene: VP1),2/36,0.0241933610062518,0.286522785109314,8.29187396351575,30.8596767996836,UBC;B2M,2.0,36.0,0.05555555555555555
Norovirus Hu/GII.4/5M/USA/2004 VP1,2/36,0.0241933610062518,0.286018343586234,8.29187396351575,30.8596767996836,UBC;GAPDH,2.0,36.0,0.05555555555555555
Norovirus Hu/GII.4/CHDC4871/1977/US VP1,2/36,0.0241933610062518,0.285515675144079,8.29187396351575,30.8596767996836,UBC;GAPDH,2.0,36.0,0.05555555555555555
Norovirus Hu/GII.4/CHDC5191/1974/USA capsid protein VP1 (gene: VP1),2/36,0.0241933610062518,0.285014770450844,8.29187396351575,30.8596767996836,UBC;GAPDH,2.0,36.0,0.05555555555555555
Orf virus ORF025 DNA polymerase,2/36,0.0241933610062518,0.284515620239897,8.29187396351575,30.8596767996836,UBC;B2M,2.0,36.0,0.05555555555555555
Rhinovirus B 3D,2/36,0.0241933610062518,0.284018215309408,8.29187396351575,30.8596767996836,UBC;ALB,2.0,36.0,0.05555555555555555
Human alphaherpesvirus 3 ribonucleotide reductase subunit 2 (gene: ORF18),2/36,0.0241933610062518,0.283522546521782,8.29187396351575,30.8596767996836,FTH1;UBC,2.0,36.0,0.05555555555555555
Human betaherpesvirus 7 deoxyuridine triphosphatase (gene: U45),2/36,0.0241933610062518,0.283028604803103,8.29187396351575,30.8596767996836,MYH9;B2M,2.0,36.0,0.05555555555555555
Variola virus hypothetical protein (gene: F9R),2/36,0.0241933610062518,0.282536381142576,8.29187396351575,30.8596767996836,UBC;B2M,2.0,36.0,0.05555555555555555
Human herpesvirus 3 strain Dumas ribonucleotide reductase (small subunit),2/36,0.0241933610062518,0.282045866591981,8.29187396351575,30.8596767996836,FTH1;UBC,2.0,36.0,0.05555555555555555
Human immunodeficiency virus pol protein (gene: pol),5/245,0.0247383906260726,0.287899987962006,3.04599451720987,11.2683489662697,HSPA8;HSP90AB1;UBC;B2M;GAPDH,5.0,245.0,0.02040816326530612
Measles morbillivirus phosphoprotein (gene: P/V/C),3/94,0.0253364675706013,0.294350137952573,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus genotype G3 phosphoprotein (gene: C/P/V),3/94,0.0253364675706013,0.293841761203087,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain Edmonston-Zagreb phosphoprotein (gene: P),3/94,0.0253364675706013,0.293335137476875,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain MVi/Arizona.USA/11.08/2 phosphoprotein (gene: P),3/94,0.0253364675706013,0.292830257722181,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain MVi/California.USA/16.03 phosphoprotein (gene: P),3/94,0.0253364675706013,0.292327112949463,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain MVi/Florida.USA/19.09 phosphoprotein (gene: P),3/94,0.0253364675706013,0.291825694230853,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain MVi/New Jersey.USA/45.05 phosphoprotein (gene: P),3/94,0.0253364675706013,0.291325992699636,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Measles virus strain MVi/New York.USA/26.09/3 phosphoprotein (gene: P),3/94,0.0253364675706013,0.290827999549722,4.76341695776437,17.507989116185,HSPA8;UBC;B2M,3.0,94.0,0.031914893617021274
Human papillomavirus type 128 E2 (gene: E2),3/94,0.0253364675706013,0.290331706035132,4.76341695776437,17.507989116185,PABPC1;EEF2;B2M,3.0,94.0,0.031914893617021274
Human rhinovirus B70 3D (polymerase),2/37,0.0254653052920378,0.291310945546906,8.06776926179911,29.6122495363097,UBC;ALB,2.0,37.0,0.05405405405405406
Murray Valley encephalitis virus core protein C,2/37,0.0254653052920378,0.290815518768765,8.06776926179911,29.6122495363097,HSPA8;ACTB,2.0,37.0,0.05405405405405406
Norovirus GII/Hu/HKG/2013/GII.4/CUHK-NS-141 VP1,2/37,0.0254653052920378,0.290321774254727,8.06776926179911,29.6122495363097,UBC;GAPDH,2.0,37.0,0.05405405405405406
Norovirus Hu/GII.14/8610/Saga/2008/JPN capsid protein,2/37,0.0254653052920378,0.289829703450905,8.06776926179911,29.6122495363097,UBC;B2M,2.0,37.0,0.05405405405405406
Norovirus Hu/GII.4/HS191/2004/USA VP1,2/37,0.0254653052920378,0.28933929786131,8.06776926179911,29.6122495363097,UBC;GAPDH,2.0,37.0,0.05405405405405406
Norovirus Hu/GII.4/HS66/2001/USA capsid protein VP1 (gene: VP1),2/37,0.0254653052920378,0.288850549047355,8.06776926179911,29.6122495363097,UBC;GAPDH,2.0,37.0,0.05405405405405406
Norovirus Hu/GII.4/Jiangsu2/2012/CHN major capsid protein,2/37,0.0254653052920378,0.288363448627376,8.06776926179911,29.6122495363097,UBC;GAPDH,2.0,37.0,0.05405405405405406
Norovirus Hu/GII.4/gg-12-08-04/2012/KR major capsid protein,2/37,0.0254653052920378,0.287877988276152,8.06776926179911,29.6122495363097,UBC;GAPDH,2.0,37.0,0.05405405405405406
Trichodysplasia spinulosa-associated polyomavirus small T antigen (gene: T),2/37,0.0254653052920378,0.287394159724427,8.06776926179911,29.6122495363097,HSPA8;UBC,2.0,37.0,0.05405405405405406
Human enterovirus C117 3D,2/37,0.0254653052920378,0.286911954758446,8.06776926179911,29.6122495363097,UBC;ALB,2.0,37.0,0.05405405405405406
Zika virus capsid protein C (gene: flavivirus polyprotein),2/37,0.0254653052920378,0.286431365219487,8.06776926179911,29.6122495363097,HSPA8;UBC,2.0,37.0,0.05405405405405406
Human papillomavirus type 112 E7 protein (gene: E7),2/37,0.0254653052920378,0.285952383003401,8.06776926179911,29.6122495363097,UBC;B2M,2.0,37.0,0.05405405405405406
Human papillomavirus type 43 E7 protein (gene: E7),2/37,0.0254653052920378,0.285475000060157,8.06776926179911,29.6122495363097,UBC;B2M,2.0,37.0,0.05405405405405406
Human papillomavirus type 68b E7 protein (gene: E7),2/37,0.0254653052920378,0.28499920839339,8.06776926179911,29.6122495363097,UBC;B2M,2.0,37.0,0.05405405405405406
Human papillomavirus type 83 transactivator (gene: E2),3/95,0.0260377235278756,0.290920654724932,4.71327572663001,17.1950143955439,PABPC1;EEF2;B2M,3.0,95.0,0.031578947368421054
Cowpox virus CPXV209 protein (gene: CPXV209 CDS),4/167,0.0260835632377216,0.290948716181562,3.57493967289302,13.0358384986794,TTR;UBC;MYH9;B2M,4.0,167.0,0.023952095808383235
Measles virus strain MVi/Washington.USA/18.08/1 phosphoprotein (gene: P),3/96,0.0267493459026438,0.297880361088313,4.66417910447761,16.8901364653764,HSPA8;UBC;B2M,3.0,96.0,0.03125
Human T-lymphotropic virus 4 polymerase (gene: pol),3/96,0.0267493459026438,0.297387181682538,4.66417910447761,16.8901364653764,UBC;B2M;RPL6,3.0,96.0,0.03125
Alkhumra hemorrhagic fever virus core protein C,2/38,0.02676393750603,0.297057587360316,7.85545954438335,28.4422616894377,HSPA8;RPL13,2.0,38.0,0.05263157894736842
Cercopithecine alphaherpesvirus 2 envelope glycoprotein E (gene: US8),2/38,0.02676393750603,0.296567393321768,7.85545954438335,28.4422616894377,HSP90AB1;B2M,2.0,38.0,0.05263157894736842
Coxsackievirus A8 VP1 protein,2/38,0.02676393750603,0.296078814420084,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Cyclovirus TN18 replication-association protein (gene: rep),2/38,0.02676393750603,0.295591842685841,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Monkeypox virus Zaire-96-I-16 Hypothetical protein (gene: C7L),2/38,0.02676393750603,0.295106470201956,7.85545954438335,28.4422616894377,HSPA8;UBC,2.0,38.0,0.05263157894736842
Ectromelia virus ERPV disulfide bond formation pathway protein,2/38,0.02676393750603,0.294622689103264,7.85545954438335,28.4422616894377,UBC;ALB,2.0,38.0,0.05263157894736842
Enterovirus B97 excised_polyprotein 1728..2189,2/38,0.02676393750603,0.29414049157609,7.85545954438335,28.4422616894377,UBC;ALB,2.0,38.0,0.05263157894736842
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/105 VP1 (gene: VP1),2/38,0.02676393750603,0.293659869857829,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/106 VP1 (gene: VP1),2/38,0.02676393750603,0.293180816236527,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Norovirus Hu/GII.4/CHDC2094/1974/US VP1,2/38,0.02676393750603,0.292703323050474,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Norovirus Hu/GII.4/Jingzhou/2013403/CHN major capsid protein VP1,2/38,0.02676393750603,0.29222738268779,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Norovirus Hu/GII.4/MD-2004/2004/US VP1,2/38,0.02676393750603,0.291752987586025,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Horsepox virus HSPV160 (CD47 immunoglobulin-like domain),2/38,0.02676393750603,0.291280130231752,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Norovirus Hu/GII/BG1C0405/2012/BGD capsid protein VP1 (gene: VP1),2/38,0.02676393750603,0.29080880316018,7.85545954438335,28.4422616894377,UBC;GAPDH,2.0,38.0,0.05263157894736842
Human adenovirus 46 ORF4,2/38,0.02676393750603,0.290338998954751,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Human adenovirus 58 ORF1 (gene: E4),2/38,0.02676393750603,0.28987071024676,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Human adenovirus 63 Orf 1 protein (gene: E4),2/38,0.02676393750603,0.289403929714962,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Orf virus ORF067 uracil DNA glycosidase,2/38,0.02676393750603,0.288938650085195,7.85545954438335,28.4422616894377,HSP90AB1;UBC,2.0,38.0,0.05263157894736842
Papiine alphaherpesvirus 2 envelope glycoprotein E (gene: US8),2/38,0.02676393750603,0.288474864130002,7.85545954438335,28.4422616894377,HSP90AB1;B2M,2.0,38.0,0.05263157894736842
Rhinovirus B48 3D (polymerase),2/38,0.02676393750603,0.288012564668255,7.85545954438335,28.4422616894377,UBC;ALB,2.0,38.0,0.05263157894736842
SARS coronavirus hypothetical protein sars7a,2/38,0.02676393750603,0.287551744564786,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
SARS coronavirus P2 hypothetical protein sars7a,2/38,0.02676393750603,0.287092396730018,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
SARS coronavirus Tor2 Orf8,2/38,0.02676393750603,0.286634514119603,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Human cyclovirus replication-associated protein,2/38,0.02676393750603,0.286178089734062,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Yaba-like disease virus 12L protein (gene: 12L),2/38,0.02676393750603,0.285723116618428,7.85545954438335,28.4422616894377,HSPA8;UBC,2.0,38.0,0.05263157894736842
Human papillomavirus 99 E7 protein (gene: E7),2/38,0.02676393750603,0.285269587861891,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Human papillomavirus type 40 early protein (gene: E7),2/38,0.02676393750603,0.28481749659745,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Human parechovirus 4 RNA-dependent RNA Polymerase,2/38,0.02676393750603,0.284366836001568,7.85545954438335,28.4422616894377,UBC;B2M,2.0,38.0,0.05263157894736842
Measles virus strain MVi/California.USA/8.04 phosphoprotein (gene: P),3/97,0.0274713259705754,0.291421728108079,4.61609478381289,16.5930720584866,HSPA8;UBC;B2M,3.0,97.0,0.030927835051546393
Menangle virus phosphoprotein (gene: V/P),3/97,0.0274713259705754,0.290962072385511,4.61609478381289,16.5930720584866,HSPA8;UBC;B2M,3.0,97.0,0.030927835051546393
Human papillomavirus type 57 E2,3/97,0.0274713259705754,0.290503864397502,4.61609478381289,16.5930720584866,PABPC1;EEF2;B2M,3.0,97.0,0.030927835051546393
Cercopithecine betaherpesvirus 5 membrane protein RL11A (gene: RL11A),2/39,0.0280888486546249,0.296567010559444,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Coxsackievirus A13 vp1,2/39,0.0280888486546249,0.296101442254013,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Cyclovirus PK5034 replication-association protein (gene: rep),2/39,0.0280888486546249,0.295637333410355,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Sendai/YG99 VP1 (gene: VP1),2/39,0.0280888486546249,0.295174677176536,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Norovirus Hu/GII.4/Ohio/7I/2012/USA major capsid protein,2/39,0.0280888486546249,0.294713466743448,7.65403750478377,27.3431506041899,UBC;GAPDH,2.0,39.0,0.05128205128205128
Human adenovirus 19 ORF1 (gene: E4),2/39,0.0280888486546249,0.294253695344472,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Norovirus Hu/Norwalk/10328/2010/VNM capsid protein VP1 (gene: VP1),2/39,0.0280888486546249,0.29379535625515,7.65403750478377,27.3431506041899,UBC;GAPDH,2.0,39.0,0.05128205128205128
Human adenovirus 49 pIVa2,2/39,0.0280888486546249,0.293338442792856,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Human adenovirus 64 E4 7.4 kDa protein,2/39,0.0280888486546249,0.29288294831647,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Human adenovirus Chiba_E086/2012 Orf1 (gene: E4),2/39,0.0280888486546249,0.292428866226056,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Human adenovirus D10 Orf1 protein (gene: E4),2/39,0.0280888486546249,0.291976189962549,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Human adenovirus D37 14.0 kDa (gene: E4),2/39,0.0280888486546249,0.291524913007429,7.65403750478377,27.3431506041899,UBC;B2M,2.0,39.0,0.05128205128205128
Human calicivirus NLV/GII/Langen1061/2002/DE major structural protein,2/39,0.0280888486546249,0.291075028882417,7.65403750478377,27.3431506041899,UBC;GAPDH,2.0,39.0,0.05128205128205128
